1,0,0,0,0.8262054670573559,0.,0,0,1.933350626054699,0.,0,0,0,0,0.,-0.5,0,0,0.,-1.2393082005860339,0,0,0.,-4.833376565136749,0.3057815526686948,0,0,0,-0.1817588855242731,0.,0,0,-1.4775626044277388,0.,0,0,0,0,0.,-0.45867232900304217,0,0,0.,-0.6820850151407709,0,0,0.,-1.3113624726522994,0.26021195719433055,0,0,0,-0.6013493345671505,0.,0,0,-3.0520240715482916,0.,0,0,0,0,0.,-0.6505298929858263,0,0,0.,-0.07660328077679364,0,0,0.,5.414133722994609
0,1,0,0,0.,0.8262054670573559,0,0,0.,1.933350626054699,0,0,0,0,0.5,0.,0,0,1.2393082005860339,0.,0,0,4.833376565136749,0.,0,0.3057815526686948,0,0,0.,-0.1817588855242731,0,0,0.,-1.4775626044277388,0,0,0,0,0.45867232900304217,0.,0,0,0.6820850151407709,0.,0,0,1.3113624726522994,0.,0,0.26021195719433055,0,0,0.,-0.6013493345671505,0,0,0.,-3.0520240715482916,0,0,0,0,0.6505298929858263,0.,0,0,0.07660328077679364,0.,0,0,-5.414133722994609,0.
0,0,0.8262054670573559,0.,0,0,1.933350626054699,0.,0,0,7.22119543959775,0.,0.,0.5,0,0,0.,-0.413102733528678,0,0,0.,-2.90002593908205,0,0,0,0,0.8182411144757269,0.,0,0,1.001053796744329,0.,0,0,0.5575190165538775,0.,0.,0.45867232900304217,0,0,0.,-1.2273616717135902,0,0,0.,-5.744050285935516,0,0,0,0,1.233339981445018,0.,0,0,-0.32368401098520794,0.,0,0,-13.679364457568823,0.,0.,0.6505298929858263,0,0,0.,-3.083349953612546,0,0,0.,-9.84598663474685,0,0
0,0,0.,0.8262054670573559,0,0,0.,1.933350626054699,0,0,0.,7.22119543959775,-0.5,0.,0,0,0.413102733528678,0.,0,0,2.90002593908205,0.,0,0,0,0,0.,0.8182411144757269,0,0,0.,1.001053796744329,0,0,0.,0.5575190165538775,-0.45867232900304217,0.,0,0,1.2273616717135902,0.,0,0,5.744050285935516,0.,0,0,0,0,0.,1.233339981445018,0,0,0.,-0.32368401098520794,0,0,0.,-13.679364457568823,-0.6505298929858263,0.,0,0,3.083349953612546,0.,0,0,9.84598663474685,0.,0,0
0.8262054670573559,0.,0,0,1.933350626054699,0.,0,0,7.22119543959775,0.,0,0,0,0,0.,0.4131027335286779,0,0,0.,-0.9666753130273511,0,0,0.,-10.831793159396707,-0.1817588855242731,0.,0,0,1.8272592638016851,0.,0,0,6.357570894717979,0.,0,0,0,0,0.,1.2273616717135905,0,0,0.,-2.740888895702529,0,0,0.,-31.50909496531297,-0.6013493345671505,0.,0,0,4.585762675869153,0.,0,0,9.29683668617324,0.,0,0,0,0,0.,3.083349953612546,0,0,0.,-11.464406689672888,0,0,0.,-97.13516410332439
0.,0.8262054670573559,0,0,0.,1.933350626054699,0,0,0.,7.22119543959775,0,0,0,0,-0.4131027335286779,0.,0,0,0.9666753130273511,0.,0,0,10.831793159396707,0.,0.,-0.1817588855242731,0,0,0.,1.8272592638016851,0,0,0.,6.357570894717979,0,0,0,0,-1.2273616717135905,0.,0,0,2.740888895702529,0.,0,0,31.50909496531297,0.,0.,-0.6013493345671505,0,0,0.,4.585762675869153,0,0,0.,9.29683668617324,0,0,0,0,-3.083349953612546,0.,0,0,11.464406689672888,0.,0,0,97.13516410332439,0.
0,0,1.933350626054699,0.,0,0,7.22119543959775,0.,0,0,38.0873893650479,0.,0.,1.2393082005860339,0,0,0.,0.9666753130273484,0,0,0.,-3.6105977197989567,0,0,0,0,1.001053796744329,0.,0,0,8.29092152077268,0.,0,0,49.887128723231484,0.,0.,0.6820850151407711,0,0,0.,2.7408888957025255,0,0,0.,-12.436382281159041,0,0,0,0,-0.32368401098521016,0.,0,0,20.260392268983356,0.,0,0,102.65072757108763,0.,0.,0.0766032807767889,0,0,0.,11.46440668967287,0,0,0.,-50.65098067245822,0,0
0,0,0.,1.933350626054699,0,0,0.,7.22119543959775,0,0,0.,38.0873893650479,-1.2393082005860339,0.,0,0,-0.9666753130273484,0.,0,0,3.6105977197989567,0.,0,0,0,0,0.,1.001053796744329,0,0,0.,8.29092152077268,0,0,0.,49.887128723231484,-0.6820850151407711,0.,0,0,-2.7408888957025255,0.,0,0,12.436382281159041,0.,0,0,0,0,0.,-0.32368401098521016,0,0,0.,20.260392268983356,0,0,0.,102.65072757108763,-0.0766032807767889,0.,0,0,-11.46440668967287,0.,0,0,50.65098067245822,0.,0,0
1.933350626054699,0.,0,0,7.22119543959775,0.,0,0,38.0873893650479,0.,0,0,0,0,0.,2.900025939082047,0,0,0.,3.6105977197987933,0,0,0.,-19.043694682522187,-1.4775626044277388,0.,0,0,6.357570894717982,0.,0,0,57.108324162829405,0.,0,0,0,0,0.,5.744050285935515,0,0,0.,12.436382281158984,0,0,0.,-85.66248624424043,-3.052024071548294,0.,0,0,9.296836686173247,0.,0,0,152.3962566957238,0.,0,0,0,0,0.,9.84598663474683,0,0,0.,50.650980672458616,0,0,0.,-380.99064173930856
0.,1.933350626054699,0,0,0.,7.22119543959775,0,0,0.,38.0873893650479,0,0,0,0,-2.900025939082047,0.,0,0,-3.6105977197987933,0.,0,0,19.043694682522187,0.,0.,-1.4775626044277388,0,0,0.,6.357570894717982,0,0,0.,57.108324162829405,0,0,0,0,-5.744050285935515,0.,0,0,-12.436382281158984,0.,0,0,85.66248624424043,0.,0.,-3.052024071548294,0,0,0.,9.296836686173247,0,0,0.,152.3962566957238,0,0,0,0,-9.84598663474683,0.,0,0,-50.650980672458616,0.,0,0,380.99064173930856,0.
0,0,7.22119543959775,0.,0,0,38.0873893650479,0.,0,0,290.98408642365484,0.,0.,4.833376565136746,0,0,0.,10.831793159396543,0,0,0.,19.04369468252571,0,0,0,0,0.5575190165538917,0.,0,0,49.887128723231825,0.,0,0,558.8995195993723,0.,0.,1.3113624726522985,0,0,0.,31.509094965312954,0,0,0.,85.66248624424793,0,0,0,0,-13.67936445756881,0.,0,0,102.65072757108771,0.,0,0,1631.0357508096176,0.,0.,-5.414133722994649,0,0,0.,97.13516410332483,0,0,0.,380.99064173931083,0,0
0,0,0.,7.22119543959775,0,0,0.,38.0873893650479,0,0,0.,290.98408642365484,-4.833376565136746,0.,0,0,-10.831793159396543,0.,0,0,-19.04369468252571,0.,0,0,0,0,0.,0.5575190165538917,0,0,0.,49.887128723231825,0,0,0.,558.8995195993723,-1.3113624726522985,0.,0,0,-31.509094965312954,0.,0,0,-85.66248624424793,0.,0,0,0,0,0.,-13.67936445756881,0,0,0.,102.65072757108771,0,0,0.,1631.0357508096176,5.414133722994649,0.,0,0,-97.13516410332483,0.,0,0,-380.99064173931083,0.,0,0
0,0,0.,-0.5,0,0,0.,-1.2393082005860339,0,0,0.,-4.833376565136749,0.3057815526686948,0,0,0,-0.1817588855242731,0.,0,0,-1.4775626044277388,0.,0,0,0,0,0.,-0.45867232900304217,0,0,0.,-0.6820850151407709,0,0,0.,-1.3113624726522994,0.26021195719433055,0,0,0,-0.6013493345671505,0.,0,0,-3.0520240715482916,0.,0,0,0,0,0.,-0.6505298929858263,0,0,0.,-0.07660328077679364,0,0,0.,5.414133722994609,0.3472556931164251,0,0,0,-1.4789544637076162,0.,0,0,-5.362607969389801,0.,0,0
0,0,0.5,0.,0,0,1.2393082005860339,0.,0,0,4.833376565136749,0.,0,0.3057815526686948,0,0,0.,-0.1817588855242731,0,0,0.,-1.4775626044277388,0,0,0,0,0.45867232900304217,0.,0,0,0.6820850151407709,0.,0,0,1.3113624726522994,0.,0,0.26021195719433055,0,0,0.,-0.6013493345671505,0,0,0.,-3.0520240715482916,0,0,0,0,0.6505298929858263,0.,0,0,0.07660328077679364,0.,0,0,-5.414133722994609,0.,0,0.3472556931164251,0,0,0.,-1.4789544637076162,0,0,0.,-5.362607969389801,0,0
0.,-0.5,0,0,0.,-1.2393082005860339,0,0,0.,-4.833376565136749,0,0,0,0,0.3182411144757269,0.,0,0,-0.23825440384170493,0.,0,0,-4.275857548582872,0.,0.,0.1528907763343474,0,0,0.,-1.0456027861893171,0,0,0.,-4.266487681507777,0,0,0,0,0.7746676524419761,0.,0,0,-1.005769026125979,0.,0,0,-14.990726930221122,0.,0.,0.3903179357914959,0,0,0.,-2.4820006190453956,0,0,0.,-6.793962563198558,0,0,0,0,1.7736950012215154,0.,0,0,-4.9795915655058325,0.,0,0,-49.05126308488157,0.
0.5,0.,0,0,1.2393082005860339,0.,0,0,4.833376565136749,0.,0,0,0,0,0.,0.3182411144757269,0,0,0.,-0.23825440384170493,0,0,0.,-4.275857548582872,-0.1528907763343474,0.,0,0,1.0456027861893171,0.,0,0,4.266487681507777,0.,0,0,0,0,0.,0.7746676524419761,0,0,0.,-1.005769026125979,0,0,0.,-14.990726930221122,-0.3903179357914959,0.,0,0,2.4820006190453956,0.,0,0,6.793962563198558,0.,0,0,0,0,0.,1.7736950012215154,0,0,0.,-4.9795915655058325,0,0,0.,-49.05126308488157
0,0,0.,-1.2393082005860339,0,0,0.,-4.833376565136749,0,0,0.,-25.274184038592207,0.8182411144757269,0.,0,0,1.001053796744329,0.,0,0,0.5575190165538775,0.,0,0,0,0,0.,-0.40912055723786334,0,0,0.,-4.742996489191187,0,0,0.,-32.62413299842073,0.315995323438934,0.,0,0,2.1310393324419725,0.,0,0,-2.19126388569779,0.,0,0,0,0,0.,0.6166699907225089,0,0,0.,-10.817038667702473,0,0,0.,-69.77643518818677,-0.17789467773596357,0.,0,0,7.430411529721145,0.,0,0,-15.081450268888776,0.,0,0
0,0,1.2393082005860339,0.,0,0,4.833376565136749,0.,0,0,25.274184038592207,0.,0.,0.8182411144757269,0,0,0.,1.001053796744329,0,0,0.,0.5575190165538775,0,0,0,0,0.40912055723786334,0.,0,0,4.742996489191187,0.,0,0,32.62413299842073,0.,0.,0.315995323438934,0,0,0.,2.1310393324419725,0,0,0.,-2.19126388569779,0,0,0,0,-0.6166699907225089,0.,0,0,10.817038667702473,0.,0,0,69.77643518818677,0.,0.,-0.17789467773596357,0,0,0.,7.430411529721145,0,0,0.,-15.081450268888776,0,0
