------------------------------------------------------------------
          COSMO v0.8.5 - A Quadratic Objective Conic Solver
                         Michael Garstka
                University of Oxford, 2017 - 2022
------------------------------------------------------------------

Problem:  x ∈ R^{2868},
          constraints: A ∈ R^{5531x2868} (14910 nnz),
          matrix size to factor: 8399x8399,
          Floating-point precision: Float64
Sets:     ZeroSet of dim: 2903
          DensePsdConeTriangle of dim: 2628 (72x72)
Settings: ϵ_abs = 1.0e-05, ϵ_rel = 1.0e-05,
          ϵ_prim_inf = 1.0e-04, ϵ_dual_inf = 1.0e-04,
          ρ = 0.1, σ = 1e-06, α = 1.6,
          max_iter = 1000000,
          scaling iter = 10 (on),
          check termination every 25 iter,
          check infeasibility every 40 iter,
          KKT system solver: QDLDL
Acc:      Anderson Type2{QRDecomp},
          Memory size = 15, RestartedMemory,	
          Safeguarded: true, tol: 2.0
Setup Time: 858.53ms

Iter:	Objective:	Primal Res:	Dual Res:	Rho:
56825	 7.6049e+01	7.6319e+01	5.2330e-04	2.2861e-06
56850	 7.6038e+01	7.6281e+01	5.2155e-04	2.2861e-06
56875	 7.6034e+01	7.6260e+01	5.2126e-04	2.2861e-06
56900	 7.5996e+01	7.6155e+01	5.2002e-04	2.2861e-06
56925	 7.5984e+01	7.6111e+01	5.1983e-04	2.2861e-06
56950	 7.5953e+01	7.6042e+01	5.1809e-04	2.2861e-06
56975	 7.5930e+01	7.5953e+01	5.1914e-04	2.2861e-06
57000	 7.5920e+01	7.5914e+01	5.5972e-04	2.2861e-06
57025	 7.5881e+01	7.5781e+01	5.1711e-04	2.2861e-06
57050	 7.5874e+01	7.5751e+01	5.1430e-04	2.2861e-06
57075	 7.5869e+01	7.5755e+01	6.5453e-04	2.2861e-06
57100	 7.5843e+01	7.5688e+01	5.1677e-04	2.2861e-06
57125	 7.5829e+01	7.5620e+01	5.1581e-04	2.2861e-06
57150	 7.5809e+01	7.5567e+01	5.1595e-04	2.2861e-06
57175	 7.5768e+01	7.5441e+01	5.1495e-04	2.2861e-06
57200	 7.5762e+01	7.5423e+01	5.1310e-04	2.2861e-06
57225	 7.5758e+01	7.5416e+01	5.8305e-04	2.2861e-06
57250	 7.5753e+01	7.5392e+01	5.8040e-04	2.2861e-06
57275	 7.5746e+01	7.5375e+01	8.8225e-04	2.2861e-06
57300	 7.5715e+01	7.5280e+01	5.1355e-04	2.2861e-06
57325	 7.5712e+01	7.5268e+01	5.1322e-04	2.2861e-06
57350	 7.5671e+01	7.5122e+01	5.1263e-04	2.2861e-06
57375	 7.5660e+01	7.5117e+01	5.1295e-04	2.2861e-06
57400	 7.5644e+01	7.5046e+01	5.1340e-04	2.2861e-06
57425	 7.5631e+01	7.5014e+01	5.1126e-04	2.2861e-06
57450	 7.5620e+01	7.4987e+01	6.5543e-04	2.2861e-06
57475	 7.5594e+01	7.4907e+01	5.0913e-04	2.2861e-06
57500	 7.5591e+01	7.4891e+01	5.1001e-04	2.2861e-06
57525	 7.5587e+01	7.4877e+01	5.1193e-04	2.2861e-06
57550	 7.5533e+01	7.4730e+01	5.0803e-04	2.2861e-06
57575	 7.5528e+01	7.4710e+01	5.4172e-04	2.2861e-06
57600	 7.5526e+01	7.4719e+01	6.5548e-04	2.2861e-06
57625	 7.5526e+01	7.4703e+01	7.3785e-04	2.2861e-06
57650	 7.5503e+01	7.4619e+01	5.0909e-04	2.2861e-06
57675	 7.5493e+01	7.4592e+01	5.4594e-04	2.2861e-06
57700	 7.5469e+01	7.4523e+01	5.0913e-04	2.2861e-06
57725	 7.5445e+01	7.4436e+01	5.2209e-04	2.2861e-06
57750	 7.5442e+01	7.4430e+01	5.9085e-04	2.2861e-06
57775	 7.5441e+01	7.4417e+01	6.5707e-04	2.2861e-06
57800	 7.5429e+01	7.4400e+01	5.0920e-04	2.2861e-06
57825	 7.5403e+01	7.4301e+01	5.3003e-04	2.2861e-06
57850	 7.5392e+01	7.4262e+01	5.6187e-04	2.2861e-06
57875	 7.5385e+01	7.4236e+01	5.7255e-04	2.2861e-06
57900	 7.5366e+01	1.1511e+02	6.1895e-04	2.2861e-06
57925	 7.5363e+01	1.2817e+02	6.6066e-04	2.2861e-06
57950	 7.5360e+01	1.1860e+02	6.6140e-04	2.2861e-06
57975	 7.5360e+01	7.4149e+01	6.6767e-04	2.2861e-06
58000	 7.5341e+01	7.4117e+01	5.2312e-04	2.2861e-06
58025	 7.5328e+01	7.4084e+01	5.0880e-04	2.2861e-06
58050	 7.5321e+01	7.4048e+01	5.8254e-04	2.2861e-06
58075	 7.5277e+01	7.3903e+01	5.4462e-04	2.2861e-06
58100	 7.5275e+01	7.3901e+01	5.8852e-04	2.2861e-06
58125	 7.5264e+01	7.3875e+01	5.0747e-04	2.2861e-06
58150	 7.5250e+01	7.3816e+01	5.2639e-04	2.2861e-06
58175	 7.5232e+01	7.3749e+01	5.6462e-04	2.2861e-06
58200	 7.5215e+01	7.3716e+01	5.5833e-04	2.2861e-06
58225	 7.5219e+01	7.3697e+01	5.9150e-04	2.2861e-06
58250	 7.5202e+01	7.3627e+01	6.7039e-04	2.2861e-06
58275	 7.5192e+01	7.3608e+01	6.3211e-04	2.2861e-06
58300	 7.5163e+01	7.3510e+01	6.2086e-04	2.2861e-06
58325	 7.5162e+01	7.3503e+01	6.1904e-04	2.2861e-06
58350	 7.5136e+01	7.3406e+01	6.8261e-04	2.2861e-06
58375	 7.5127e+01	7.3405e+01	6.6520e-04	2.2861e-06
58400	 7.5093e+01	7.3279e+01	7.0195e-04	2.2861e-06
58425	 7.5070e+01	7.3151e+01	8.1661e-04	2.2861e-06
58450	 7.5070e+01	7.3181e+01	7.5638e-04	2.2861e-06
58475	 7.5071e+01	7.3183e+01	7.0190e-04	2.2861e-06
58500	 7.5071e+01	7.3209e+01	6.2232e-04	2.2861e-06
58525	 7.5070e+01	7.3245e+01	7.1536e-04	2.2861e-06
58550	 7.5062e+01	7.3215e+01	9.8127e-04	2.2861e-06
58575	 7.5055e+01	7.3177e+01	7.6342e-04	2.2861e-06
58600	 7.5030e+01	7.3068e+01	6.7508e-04	2.2861e-06
58625	 7.5028e+01	7.3064e+01	6.7170e-04	2.2861e-06
58650	 7.5028e+01	7.3088e+01	6.2838e-04	2.2861e-06
58675	 7.5027e+01	7.3094e+01	6.2776e-04	2.2861e-06
58700	 7.5021e+01	7.3082e+01	6.0717e-04	2.2861e-06
58725	 7.5002e+01	7.2995e+01	6.8961e-04	2.2861e-06
58750	 7.4992e+01	7.2951e+01	6.9533e-04	2.2861e-06
58775	 7.4986e+01	7.2953e+01	6.3169e-04	2.2861e-06
58800	 7.4973e+01	7.2904e+01	6.5108e-04	2.2861e-06
58825	 7.4938e+01	7.2749e+01	6.7195e-04	2.2861e-06
58850	 7.4934e+01	7.2809e+01	7.5371e-04	2.2861e-06
58875	 7.4924e+01	7.2764e+01	8.3207e-04	2.2861e-06
58900	 7.4901e+01	7.2659e+01	6.9525e-04	2.2861e-06
58925	 7.4897e+01	7.2641e+01	7.0055e-04	2.2861e-06
58950	 7.4892e+01	7.2628e+01	7.2049e-04	2.2861e-06
58975	 7.4880e+01	7.2588e+01	8.5440e-04	2.2861e-06
59000	 7.4859e+01	7.2533e+01	6.3809e-04	2.2861e-06
59025	 7.4854e+01	7.2542e+01	6.4399e-04	2.2861e-06
59050	 7.4851e+01	7.2496e+01	7.6928e-04	2.2861e-06
59075	 7.4842e+01	7.2477e+01	6.5272e-04	2.2861e-06
59100	 7.4832e+01	7.2451e+01	6.1391e-04	2.2861e-06
59125	 7.4831e+01	7.2447e+01	5.8826e-04	2.2861e-06
59150	 7.4827e+01	7.2435e+01	6.2670e-04	2.2861e-06
59175	 7.4804e+01	7.2379e+01	6.2609e-04	2.2861e-06
59200	 7.4793e+01	7.2327e+01	6.3735e-04	2.2861e-06
59225	 7.4787e+01	7.2305e+01	6.2915e-04	2.2861e-06
59250	 7.4766e+01	7.2210e+01	7.0182e-04	2.2861e-06
59275	 7.4750e+01	7.2177e+01	6.8462e-04	2.2861e-06
59300	 7.4744e+01	7.2184e+01	6.4709e-04	2.2861e-06
59325	 7.4733e+01	7.2112e+01	7.8241e-04	2.2861e-06
59350	 7.4708e+01	7.2024e+01	7.1257e-04	2.2861e-06
59375	 7.4703e+01	7.2000e+01	7.7325e-04	2.2861e-06
59400	 7.4690e+01	7.1969e+01	8.4804e-04	2.2861e-06
59425	 7.4683e+01	7.1947e+01	6.9287e-04	2.2861e-06
59450	 7.4669e+01	7.1914e+01	6.3332e-04	2.2861e-06
59475	 7.4654e+01	7.1882e+01	6.6041e-04	2.2861e-06
59500	 7.4643e+01	7.1848e+01	5.6377e-04	2.2861e-06
59525	 7.4635e+01	7.1836e+01	5.3681e-04	2.2861e-06
59550	 7.4609e+01	7.1726e+01	6.1263e-04	2.2861e-06
59575	 7.4501e+01	7.1642e+01	8.0566e-04	2.2861e-06
59600	 7.4119e+01	8.0970e+01	1.0724e-03	2.2861e-06
59625	 7.4085e+01	6.9985e+01	1.8949e-03	2.2861e-06
59650	 7.3982e+01	7.0040e+01	5.5121e-04	2.2861e-06
59675	 7.3943e+01	6.9608e+01	6.1232e-04	2.2861e-06
59700	 7.3936e+01	6.9529e+01	6.6188e-04	2.2861e-06
59725	 7.3934e+01	6.9539e+01	6.6582e-04	2.2861e-06
59750	 7.3934e+01	6.9558e+01	6.7109e-04	2.2861e-06
59775	 7.3933e+01	6.9521e+01	8.0788e-04	2.2861e-06
59800	 7.3929e+01	6.9505e+01	8.1131e-04	2.2861e-06
59825	 7.3931e+01	6.9528e+01	9.2950e-04	2.2861e-06
59850	 7.3943e+01	6.9407e+01	5.6152e-04	2.2861e-06
59875	 7.3940e+01	6.9367e+01	6.1464e-04	2.2861e-06
59900	 7.3940e+01	6.9372e+01	6.5909e-04	2.2861e-06
59925	 7.3932e+01	6.9363e+01	6.2484e-04	2.2861e-06
59950	 7.3925e+01	6.9363e+01	6.3265e-04	2.2861e-06
59975	 7.3905e+01	6.9352e+01	5.8024e-04	2.2861e-06
60000	 7.3899e+01	6.9309e+01	5.6786e-04	2.2861e-06
60025	 7.3869e+01	6.9239e+01	5.8612e-04	2.2861e-06
60050	 7.3839e+01	6.9166e+01	5.9556e-04	2.2861e-06
60075	 7.3839e+01	6.9173e+01	6.2712e-04	2.2861e-06
60100	 7.3830e+01	6.9099e+01	6.0908e-04	2.2861e-06
60125	 7.3810e+01	6.9045e+01	6.1050e-04	2.2861e-06
60150	 7.3805e+01	6.9013e+01	5.5738e-04	2.2861e-06
60175	 7.3778e+01	6.8937e+01	5.7877e-04	2.2861e-06
60200	 7.3775e+01	6.8927e+01	5.6985e-04	2.2861e-06
60225	 7.3764e+01	6.8918e+01	5.4852e-04	2.2861e-06
60250	 7.3742e+01	6.8861e+01	4.7300e-04	2.2861e-06
60275	 7.3734e+01	6.8829e+01	4.8460e-04	2.2861e-06
60300	 7.3730e+01	6.8806e+01	5.6231e-04	2.2861e-06
60325	 7.3731e+01	6.8802e+01	4.7284e-04	2.2861e-06
60350	 7.3714e+01	6.8752e+01	4.9405e-04	2.2861e-06
60375	 7.3688e+01	6.8686e+01	4.7400e-04	2.2861e-06
60400	 7.3673e+01	6.8580e+01	6.3754e-04	2.2861e-06
60425	 7.3659e+01	6.8550e+01	5.1754e-04	2.2861e-06
60450	 7.3654e+01	6.8524e+01	5.2027e-04	2.2861e-06
60475	 7.3650e+01	6.8518e+01	5.0631e-04	2.2861e-06
60500	 7.3644e+01	6.8498e+01	4.7338e-04	2.2861e-06
60525	 7.3595e+01	6.8321e+01	5.3642e-04	2.2861e-06
60550	 7.3595e+01	6.8313e+01	5.4024e-04	2.2861e-06
60575	 7.3593e+01	6.8305e+01	5.6574e-04	2.2861e-06
60600	 7.3592e+01	6.8265e+01	6.1424e-04	2.2861e-06
60625	 7.3592e+01	6.8326e+01	5.8903e-04	2.2861e-06
60650	 7.3588e+01	6.8319e+01	1.0245e-03	2.2861e-06
60675	 7.3583e+01	6.8308e+01	1.1765e-03	2.2861e-06
60700	 7.3562e+01	6.8236e+01	4.6774e-04	2.2861e-06
60725	 7.3559e+01	6.8218e+01	4.7064e-04	2.2861e-06
60750	 7.3556e+01	6.8212e+01	4.8897e-04	2.2861e-06
60775	 7.3556e+01	6.8193e+01	4.6447e-04	2.2861e-06
60800	 7.3552e+01	6.8202e+01	4.9323e-04	2.2861e-06
60825	 7.3549e+01	6.8197e+01	6.4711e-04	2.2861e-06
60850	 7.3532e+01	6.8141e+01	6.6875e-04	2.2861e-06
60875	 7.3521e+01	6.8088e+01	4.7279e-04	2.2861e-06
60900	 7.3512e+01	6.8072e+01	5.0170e-04	2.2861e-06
60925	 7.3505e+01	6.8024e+01	4.9386e-04	2.2861e-06
60950	 7.3495e+01	6.8017e+01	4.6926e-04	2.2861e-06
60975	 7.3477e+01	6.7941e+01	5.1632e-04	2.2861e-06
61000	 7.3469e+01	6.7906e+01	5.2952e-04	2.2861e-06
61025	 7.3461e+01	6.7884e+01	5.8317e-04	2.2861e-06
61050	 7.3454e+01	6.7871e+01	4.8869e-04	2.2861e-06
61075	 7.3442e+01	6.7826e+01	4.8149e-04	2.2861e-06
61100	 7.3420e+01	6.7755e+01	4.8578e-04	2.2861e-06
61125	 7.3394e+01	6.7661e+01	4.8286e-04	2.2861e-06
61150	 7.3394e+01	6.7667e+01	4.8365e-04	2.2861e-06
61175	 7.3391e+01	6.7653e+01	6.1586e-04	2.2861e-06
61200	 7.3386e+01	6.7630e+01	8.8714e-04	2.2861e-06
61225	 7.3384e+01	6.7617e+01	8.4981e-04	2.2861e-06
61250	 7.3378e+01	6.7600e+01	5.7356e-04	2.2861e-06
61275	 7.3357e+01	6.7517e+01	6.1268e-04	2.2861e-06
61300	 7.3354e+01	6.7476e+01	5.7083e-04	2.2861e-06
61325	 7.3344e+01	6.7453e+01	6.2710e-04	2.2861e-06
61350	 7.3338e+01	6.7421e+01	6.7325e-04	2.2861e-06
61375	 7.3322e+01	6.7346e+01	6.6943e-04	2.2861e-06
61400	 7.3325e+01	6.7392e+01	5.6021e-04	2.2861e-06
61425	 7.3311e+01	6.7360e+01	4.8671e-04	2.2861e-06
61450	 7.3300e+01	6.7309e+01	5.4236e-04	2.2861e-06
61475	 7.3297e+01	6.7300e+01	5.4840e-04	2.2861e-06
61500	 7.3290e+01	6.7290e+01	5.1282e-04	2.2861e-06
61525	 7.3286e+01	6.7238e+01	5.6760e-04	2.2861e-06
61550	 7.3278e+01	6.7223e+01	5.1727e-04	2.2861e-06
61575	 7.3255e+01	6.7158e+01	5.7381e-04	2.2861e-06
61600	 7.3170e+01	6.7143e+01	4.7664e-04	2.2861e-06
61625	 7.3165e+01	6.6850e+01	4.9727e-04	2.2861e-06
61650	 7.3141e+01	6.6755e+01	1.1007e-03	2.2861e-06
61675	 7.3135e+01	6.6739e+01	9.7240e-04	2.2861e-06
61700	 7.3120e+01	6.6673e+01	4.8723e-04	2.2861e-06
61725	 7.3117e+01	6.6678e+01	4.8583e-04	2.2861e-06
61750	 7.3114e+01	6.6664e+01	4.6876e-04	2.2861e-06
61775	 7.3111e+01	6.6662e+01	5.4256e-04	2.2861e-06
61800	 7.3106e+01	6.6630e+01	7.1368e-04	2.2861e-06
61825	 7.3087e+01	6.6559e+01	4.7664e-04	2.2861e-06
61850	 7.3084e+01	6.6541e+01	4.9424e-04	2.2861e-06
61875	 7.3081e+01	6.6532e+01	6.5307e-04	2.2861e-06
61900	 7.3055e+01	6.6462e+01	5.1266e-04	2.2861e-06
61925	 7.3047e+01	6.6431e+01	4.7036e-04	2.2861e-06
61950	 7.3044e+01	6.6380e+01	5.2080e-04	2.2861e-06
61975	 7.3036e+01	6.6377e+01	4.9648e-04	2.2861e-06
62000	 7.3031e+01	6.6355e+01	5.1086e-04	2.2861e-06
62025	 7.3023e+01	6.6328e+01	4.6787e-04	2.2861e-06
62050	 7.3011e+01	6.6272e+01	4.6110e-04	2.2861e-06
62075	 7.3000e+01	6.6248e+01	4.7922e-04	2.2861e-06
62100	 7.2979e+01	6.6163e+01	4.6966e-04	2.2861e-06
62125	 7.2971e+01	6.6126e+01	4.6869e-04	2.2861e-06
62150	 7.2959e+01	6.6093e+01	4.6992e-04	2.2861e-06
62175	 7.2944e+01	6.6038e+01	4.6383e-04	2.2861e-06
62200	 7.2933e+01	6.5964e+01	4.9540e-04	2.2861e-06
62225	 7.2920e+01	6.5961e+01	4.5563e-04	2.2861e-06
62250	 7.2910e+01	6.5910e+01	5.0072e-04	2.2861e-06
62275	 7.2889e+01	6.5827e+01	4.7341e-04	2.2861e-06
62300	 7.2884e+01	6.5825e+01	4.5842e-04	2.2861e-06
62325	 7.2860e+01	6.5728e+01	4.7364e-04	2.2861e-06
62350	 7.2850e+01	6.5691e+01	4.5822e-04	2.2861e-06
62375	 7.2848e+01	6.5664e+01	6.1734e-04	2.2861e-06
62400	 7.2846e+01	6.5674e+01	7.8036e-04	2.2861e-06
62425	 7.2822e+01	6.5598e+01	4.7063e-04	2.2861e-06
62450	 7.2823e+01	6.5596e+01	4.6876e-04	2.2861e-06
62475	 7.2813e+01	6.5553e+01	4.5707e-04	2.2861e-06
62500	 7.2800e+01	6.5509e+01	4.4954e-04	2.2861e-06
62525	 7.2787e+01	6.5460e+01	4.5708e-04	2.2861e-06
62550	 7.2762e+01	6.5369e+01	4.6808e-04	2.2861e-06
62575	 7.2742e+01	6.5242e+01	4.8395e-04	2.2861e-06
62600	 7.2734e+01	6.5253e+01	5.4070e-04	2.2861e-06
62625	 7.2710e+01	6.5173e+01	4.7217e-04	2.2861e-06
62650	 7.2707e+01	8.0002e+01	5.7557e-04	2.2861e-06
62675	 7.2687e+01	6.5025e+01	5.8323e-04	2.2861e-06
62700	 7.2684e+01	6.5075e+01	4.8718e-04	2.2861e-06
62725	 7.2672e+01	6.5023e+01	4.5032e-04	2.2861e-06
62750	 7.2663e+01	6.4999e+01	4.6176e-04	2.2861e-06
62775	 7.2648e+01	6.4939e+01	4.5614e-04	2.2861e-06
62800	 7.2637e+01	6.4895e+01	4.5798e-04	2.2861e-06
62825	 7.2624e+01	6.4850e+01	4.5956e-04	2.2861e-06
62850	 7.2611e+01	6.4800e+01	4.5477e-04	2.2861e-06
62875	 7.2602e+01	6.4756e+01	4.5315e-04	2.2861e-06
62900	 7.2592e+01	6.4729e+01	4.7929e-04	2.2861e-06
62925	 7.2582e+01	6.4684e+01	4.5926e-04	2.2861e-06
62950	 7.2564e+01	6.4630e+01	9.7483e-04	2.2861e-06
62975	 7.2556e+01	6.4590e+01	4.5307e-04	2.2861e-06
63000	 7.2538e+01	6.4523e+01	4.6037e-04	2.2861e-06
63025	 7.2530e+01	6.4490e+01	4.5061e-04	2.2861e-06
63050	 7.2515e+01	6.4426e+01	4.5958e-04	2.2861e-06
63075	 7.2492e+01	6.4353e+01	4.6206e-04	2.2861e-06
63100	 7.2491e+01	6.4341e+01	4.8126e-04	2.2861e-06
63125	 7.2484e+01	6.4316e+01	5.4322e-04	2.2861e-06
63150	 7.2472e+01	6.4270e+01	4.5672e-04	2.2861e-06
63175	 7.2465e+01	6.4230e+01	4.6140e-04	2.2861e-06
63200	 7.2458e+01	6.4217e+01	4.6324e-04	2.2861e-06
63225	 7.2447e+01	6.4174e+01	4.5880e-04	2.2861e-06
63250	 7.2433e+01	6.4127e+01	4.4996e-04	2.2861e-06
63275	 7.2421e+01	6.4077e+01	4.5314e-04	2.2861e-06
63300	 7.2412e+01	6.4041e+01	4.5568e-04	2.2861e-06
63325	 7.2387e+01	6.3946e+01	4.8148e-04	2.2861e-06
63350	 7.2381e+01	6.3927e+01	4.7734e-04	2.2861e-06
63375	 7.2369e+01	6.3874e+01	4.5472e-04	2.2861e-06
63400	 7.2344e+01	6.3739e+01	5.0377e-04	2.2861e-06
63425	 7.2342e+01	6.3744e+01	4.7463e-04	2.2861e-06
63450	 7.2340e+01	6.3760e+01	6.1983e-04	2.2861e-06
63475	 7.2339e+01	6.3769e+01	5.6395e-04	2.2861e-06
63500	 7.2342e+01	6.3771e+01	5.3568e-04	2.2861e-06
63525	 7.2336e+01	6.3762e+01	4.7938e-04	2.2861e-06
63550	 7.2328e+01	6.3708e+01	4.5352e-04	2.2861e-06
63575	 7.2319e+01	6.3683e+01	4.4743e-04	2.2861e-06
63600	 7.2309e+01	6.3634e+01	4.5967e-04	2.2861e-06
63625	 7.2291e+01	6.3553e+01	1.4569e-03	2.2861e-06
63650	 7.2298e+01	6.3503e+01	2.8247e-03	2.2861e-06
63675	 7.2302e+01	6.3520e+01	4.8103e-03	2.2861e-06
63700	 7.2290e+01	6.3477e+01	5.6373e-03	2.2861e-06
63725	 7.2290e+01	6.3443e+01	6.3192e-03	2.2861e-06
63750	 7.2285e+01	6.3417e+01	6.4320e-03	2.2861e-06
63775	 7.2258e+01	6.3278e+01	7.1469e-03	2.2861e-06
63800	 7.2255e+01	6.3297e+01	6.1113e-03	2.2861e-06
63825	 7.2231e+01	6.3234e+01	3.9502e-03	2.2861e-06
63850	 7.2197e+01	6.3213e+01	5.7817e-04	2.2861e-06
63875	 7.2231e+01	6.3193e+01	6.3880e-03	2.2861e-06
63900	 7.2201e+01	6.3118e+01	5.6376e-03	2.2861e-06
63925	 7.2209e+01	6.3117e+01	7.5466e-03	2.2861e-06
63950	 7.2207e+01	6.3104e+01	7.6743e-03	2.2861e-06
63975	 7.2201e+01	6.3089e+01	6.4800e-03	2.2861e-06
64000	 7.2202e+01	6.3062e+01	7.4671e-03	2.2861e-06
64025	 7.2195e+01	6.3040e+01	7.4378e-03	2.2861e-06
64050	 7.2178e+01	6.2973e+01	6.6886e-03	2.2861e-06
64075	 7.2178e+01	6.2982e+01	7.7509e-03	2.2861e-06
64100	 7.2158e+01	6.2884e+01	7.5320e-03	2.2861e-06
64125	 7.2152e+01	6.2892e+01	7.1248e-03	2.2861e-06
64150	 7.2149e+01	6.2864e+01	7.6458e-03	2.2861e-06
64175	 7.2123e+01	6.2741e+01	7.2192e-03	2.2861e-06
64200	 7.2087e+01	7.0237e+01	4.7181e-04	2.2861e-06
64225	 7.2118e+01	6.4460e+01	6.6219e-03	2.2861e-06
64250	 7.2126e+01	6.2784e+01	7.4104e-03	2.2861e-06
64275	 7.2122e+01	6.2780e+01	6.5546e-03	2.2861e-06
64300	 7.2130e+01	6.2803e+01	7.6448e-03	2.2861e-06
64325	 7.2127e+01	6.2764e+01	7.5391e-03	2.2861e-06
64350	 7.2113e+01	6.2781e+01	4.7651e-03	2.2861e-06
64375	 7.2120e+01	6.2762e+01	6.4146e-03	2.2861e-06
64400	 7.2106e+01	6.2747e+01	4.2401e-03	2.2861e-06
64425	 7.2086e+01	6.2740e+01	1.4423e-03	2.2861e-06
64450	 7.2076e+01	6.2709e+01	1.0332e-03	2.2861e-06
64475	 7.2064e+01	6.2673e+01	4.4905e-04	2.2861e-06
64500	 7.2060e+01	6.2665e+01	6.0288e-04	2.2861e-06
64525	 7.2060e+01	6.2671e+01	6.1241e-04	2.2861e-06
64550	 7.2058e+01	6.2655e+01	6.6407e-04	2.2861e-06
64575	 7.2052e+01	6.2633e+01	4.3704e-04	2.2861e-06
64600	 7.2050e+01	6.2615e+01	4.5818e-04	2.2861e-06
64625	 7.2042e+01	6.2592e+01	4.3662e-04	2.2861e-06
64650	 7.2029e+01	6.2534e+01	4.4701e-04	2.2861e-06
64675	 7.2016e+01	6.2461e+01	4.5918e-04	2.2861e-06
64700	 7.1987e+01	6.2373e+01	4.5134e-04	2.2861e-06
64725	 7.1984e+01	6.2353e+01	4.4698e-04	2.2861e-06
64750	 7.1972e+01	6.2295e+01	4.5236e-04	2.2861e-06
64775	 7.1969e+01	6.2294e+01	4.4879e-04	2.2861e-06
64800	 7.1958e+01	6.2252e+01	4.3754e-04	2.2861e-06
64825	 7.1933e+01	6.2145e+01	4.6582e-04	2.2861e-06
64850	 7.1934e+01	6.2155e+01	4.6920e-04	2.2861e-06
64875	 7.1924e+01	6.2116e+01	5.0388e-04	2.2861e-06
64900	 7.1908e+01	6.2052e+01	4.6209e-04	2.2861e-06
64925	 7.1904e+01	6.2014e+01	4.5668e-04	2.2861e-06
64950	 7.1900e+01	6.2014e+01	4.9521e-04	2.2861e-06
64975	 7.1883e+01	6.1929e+01	4.8703e-04	2.2861e-06
65000	 7.1881e+01	6.1927e+01	4.8076e-04	2.2861e-06
65025	 7.1879e+01	6.1910e+01	5.0666e-04	2.2861e-06
65050	 7.1866e+01	6.1856e+01	5.3387e-04	2.2861e-06
65075	 7.1860e+01	6.1824e+01	5.2415e-04	2.2861e-06
65100	 7.1857e+01	6.1812e+01	5.2102e-04	2.2861e-06
65125	 7.1855e+01	6.1825e+01	4.7801e-04	2.2861e-06
65150	 7.1848e+01	6.1773e+01	4.9566e-04	2.2861e-06
65175	 7.1829e+01	6.1721e+01	4.5883e-04	2.2861e-06
65200	 7.1828e+01	6.1725e+01	4.6472e-04	2.2861e-06
65225	 7.1825e+01	6.1713e+01	4.5581e-04	2.2861e-06
65250	 7.1821e+01	6.1691e+01	4.5074e-04	2.2861e-06
65275	 7.1815e+01	6.1662e+01	4.4501e-04	2.2861e-06
65300	 7.1807e+01	6.1638e+01	4.4068e-04	2.2861e-06
65325	 7.1797e+01	6.1590e+01	4.4212e-04	2.2861e-06
65350	 7.1788e+01	6.1552e+01	4.3676e-04	2.2861e-06
65375	 7.1764e+01	6.1449e+01	4.5286e-04	2.2861e-06
65400	 7.1762e+01	6.1439e+01	4.5602e-04	2.2861e-06
65425	 7.1750e+01	6.1406e+01	7.3973e-04	2.2861e-06
65450	 7.1733e+01	6.1316e+01	4.5584e-04	2.2861e-06
65475	 7.1728e+01	6.1305e+01	4.3646e-04	2.2861e-06
65500	 7.1726e+01	6.1279e+01	4.6633e-04	2.2861e-06
65525	 7.1717e+01	6.1231e+01	5.7750e-04	2.2861e-06
65550	 7.1703e+01	6.1191e+01	4.3719e-04	2.2861e-06
65575	 7.1700e+01	6.1184e+01	4.3467e-04	2.2861e-06
65600	 7.1683e+01	6.1105e+01	4.4298e-04	2.2861e-06
65625	 7.1673e+01	6.1055e+01	4.9690e-04	2.2861e-06
65650	 7.1671e+01	6.1052e+01	5.1036e-04	2.2861e-06
65675	 7.1666e+01	6.1056e+01	4.6608e-04	2.2861e-06
65700	 7.1661e+01	6.1012e+01	4.8125e-04	2.2861e-06
65725	 7.1654e+01	6.0968e+01	5.0439e-04	2.2861e-06
65750	 7.1635e+01	6.0891e+01	4.9591e-04	2.2861e-06
65775	 7.1612e+01	6.0795e+01	5.1147e-04	2.2861e-06
65800	 7.1607e+01	6.0789e+01	4.9807e-04	2.2861e-06
65825	 7.1593e+01	6.0750e+01	4.4809e-04	2.2861e-06
65850	 7.1572e+01	6.0632e+01	4.6410e-04	2.2861e-06
65875	 7.1571e+01	6.0637e+01	4.6075e-04	2.2861e-06
65900	 7.1567e+01	6.0653e+01	4.4219e-04	2.2861e-06
65925	 7.1565e+01	6.0614e+01	5.3382e-04	2.2861e-06
65950	 7.1544e+01	6.0536e+01	4.2617e-04	2.2861e-06
65975	 7.1545e+01	6.0504e+01	4.3978e-04	2.2861e-06
66000	 7.1535e+01	6.0486e+01	4.9723e-04	2.2861e-06
66025	 7.1530e+01	6.0459e+01	4.2690e-04	2.2861e-06
66050	 7.1524e+01	6.0441e+01	4.5667e-04	2.2861e-06
66075	 7.1515e+01	6.0406e+01	5.4387e-04	2.2861e-06
66100	 7.1503e+01	6.0354e+01	4.3820e-04	2.2861e-06
66125	 7.1499e+01	6.0322e+01	4.4826e-04	2.2861e-06
66150	 7.1495e+01	6.0321e+01	4.8838e-04	2.2861e-06
66175	 7.1465e+01	6.0169e+01	4.7854e-04	2.2861e-06
