------------------------------------------------------------------
          COSMO v0.8.5 - A Quadratic Objective Conic Solver
                         Michael Garstka
                University of Oxford, 2017 - 2022
------------------------------------------------------------------

Problem:  x ∈ R^{2868},
          constraints: A ∈ R^{5531x2868} (14910 nnz),
          matrix size to factor: 8399x8399,
          Floating-point precision: Float64
Sets:     ZeroSet of dim: 2903
          DensePsdConeTriangle of dim: 2628 (72x72)
Settings: ϵ_abs = 1.0e-05, ϵ_rel = 1.0e-05,
          ϵ_prim_inf = 1.0e-04, ϵ_dual_inf = 1.0e-04,
          ρ = 0.1, σ = 1e-06, α = 1.6,
          max_iter = 1000000,
          scaling iter = 10 (on),
          check termination every 25 iter,
          check infeasibility every 40 iter,
          KKT system solver: QDLDL
Acc:      Anderson Type2{QRDecomp},
          Memory size = 15, RestartedMemory,	
          Safeguarded: true, tol: 2.0
Setup Time: 858.53ms

Iter:	Objective:	Primal Res:	Dual Res:	Rho:
780400	 3.4484e+01	3.3843e+01	9.4182e-04	2.2861e-06
780425	 3.4483e+01	3.3713e+01	9.5229e-04	2.2861e-06
780450	 3.4481e+01	3.4129e+01	8.8596e-04	2.2861e-06
780475	 3.4481e+01	3.4530e+01	8.5851e-04	2.2861e-06
780500	 3.4480e+01	3.4058e+01	8.2233e-04	2.2861e-06
780525	 3.4480e+01	3.4386e+01	8.1236e-04	2.2861e-06
780550	 3.4480e+01	3.4588e+01	8.1659e-04	2.2861e-06
780575	 3.4479e+01	3.5497e+01	8.3536e-04	2.2861e-06
780600	 3.4478e+01	3.4752e+01	8.2117e-04	2.2861e-06
780625	 3.4478e+01	3.1664e+01	7.5885e-04	2.2861e-06
780650	 3.4477e+01	2.9665e+01	9.0991e-04	2.2861e-06
780675	 3.4477e+01	2.9311e+01	1.0256e-03	2.2861e-06
780700	 3.4476e+01	3.0082e+01	1.0120e-03	2.2861e-06
780725	 3.4473e+01	2.9468e+01	1.1446e-03	2.2861e-06
780750	 3.4471e+01	2.9331e+01	1.2842e-03	2.2861e-06
780775	 3.4467e+01	2.8501e+01	1.5097e-03	2.2861e-06
780800	 3.4464e+01	2.6174e+01	1.4963e-03	2.2861e-06
780825	 3.4463e+01	2.4909e+01	1.6863e-03	2.2861e-06
780850	 3.4462e+01	2.4300e+01	1.8457e-03	2.2861e-06
780875	 3.4461e+01	2.3357e+01	1.9025e-03	2.2861e-06
780900	 3.4460e+01	2.1988e+01	2.0035e-03	2.2861e-06
780925	 3.4460e+01	2.0072e+01	2.1229e-03	2.2861e-06
780950	 3.4460e+01	1.7872e+01	2.1820e-03	2.2861e-06
780975	 3.4459e+01	1.3881e+01	2.2580e-03	2.2861e-06
781000	 3.4455e+01	1.1763e+01	2.3694e-03	2.2861e-06
781025	 3.4452e+01	1.1761e+01	2.2350e-03	2.2861e-06
781050	 3.4451e+01	1.1760e+01	2.2446e-03	2.2861e-06
781075	 3.4451e+01	1.1760e+01	2.1700e-03	2.2861e-06
781100	 3.4451e+01	1.1760e+01	2.0875e-03	2.2861e-06
781125	 3.4451e+01	1.6796e+01	1.8669e-03	2.2861e-06
781150	 3.4451e+01	2.2319e+01	1.6233e-03	2.2861e-06
781175	 3.4451e+01	2.5041e+01	1.4239e-03	2.2861e-06
781200	 3.4450e+01	2.8057e+01	1.1180e-03	2.2861e-06
781225	 3.4450e+01	2.4599e+01	1.4816e-03	2.2861e-06
781250	 3.4450e+01	2.4773e+01	1.4519e-03	2.2861e-06
781275	 3.4450e+01	3.1102e+01	8.8230e-04	2.2861e-06
781300	 3.4450e+01	3.5649e+01	9.4746e-04	2.2861e-06
781325	 3.4450e+01	3.5889e+01	9.4924e-04	2.2861e-06
781350	 3.4451e+01	3.7558e+01	1.0016e-03	2.2861e-06
781375	 3.4451e+01	3.9943e+01	1.0767e-03	2.2861e-06
781400	 3.4451e+01	3.8770e+01	1.0542e-03	2.2861e-06
781425	 3.4451e+01	3.4435e+01	9.4007e-04	2.2861e-06
781450	 3.4450e+01	3.7612e+01	1.4071e-03	2.2861e-06
781475	 3.4451e+01	3.4705e+01	1.8086e-03	2.2861e-06
781500	 3.4451e+01	3.1130e+01	2.1228e-03	2.2861e-06
781525	 3.4450e+01	2.9394e+01	2.3391e-03	2.2861e-06
781550	 3.4450e+01	2.8292e+01	2.4280e-03	2.2861e-06
781575	 3.4450e+01	2.4358e+01	2.5767e-03	2.2861e-06
781600	 3.4450e+01	2.0525e+01	2.7118e-03	2.2861e-06
781625	 3.4450e+01	1.9439e+01	2.7751e-03	2.2861e-06
781650	 3.4450e+01	1.6182e+01	2.8254e-03	2.2861e-06
781675	 3.4449e+01	1.2369e+01	2.9241e-03	2.2861e-06
781700	 3.4450e+01	1.1757e+01	2.9506e-03	2.2861e-06
781725	 3.4449e+01	1.1757e+01	2.9032e-03	2.2861e-06
781750	 3.4448e+01	1.1756e+01	2.9408e-03	2.2861e-06
781775	 3.4447e+01	1.1756e+01	2.8550e-03	2.2861e-06
781800	 3.4447e+01	1.1756e+01	2.7853e-03	2.2861e-06
781825	 3.4447e+01	1.1755e+01	2.8395e-03	2.2861e-06
781850	 3.4444e+01	1.1752e+01	2.7657e-03	2.2861e-06
781875	 3.4444e+01	1.6024e+01	2.5632e-03	2.2861e-06
781900	 3.4443e+01	1.4824e+01	2.6000e-03	2.2861e-06
781925	 3.4443e+01	2.2152e+01	2.2160e-03	2.2861e-06
781950	 3.4443e+01	2.3927e+01	2.0891e-03	2.2861e-06
781975	 3.4442e+01	2.9714e+01	1.7437e-03	2.2861e-06
782000	 3.4442e+01	3.1898e+01	1.5969e-03	2.2861e-06
782025	 3.4441e+01	3.1646e+01	1.6524e-03	2.2861e-06
782050	 3.4441e+01	3.1770e+01	1.5904e-03	2.2861e-06
782075	 3.4439e+01	3.5566e+01	1.5484e-03	2.2861e-06
782100	 3.4439e+01	3.7488e+01	1.4741e-03	2.2861e-06
782125	 3.4438e+01	3.9990e+01	1.4599e-03	2.2861e-06
782150	 3.4438e+01	3.9631e+01	1.4630e-03	2.2861e-06
782175	 3.4438e+01	4.0939e+01	1.2361e-03	2.2861e-06
782200	 3.4437e+01	4.1578e+01	1.2539e-03	2.2861e-06
782225	 3.4436e+01	4.2831e+01	1.2699e-03	2.2861e-06
782250	 3.4435e+01	4.2745e+01	1.2920e-03	2.2861e-06
782275	 3.4434e+01	4.2847e+01	1.3691e-03	2.2861e-06
782300	 3.4433e+01	4.2327e+01	1.3657e-03	2.2861e-06
782325	 3.4433e+01	4.1056e+01	1.4156e-03	2.2861e-06
782350	 3.4432e+01	4.1467e+01	1.4442e-03	2.2861e-06
782375	 3.4432e+01	4.0198e+01	1.6141e-03	2.2861e-06
782400	 3.4430e+01	3.8953e+01	1.8172e-03	2.2861e-06
782425	 3.4429e+01	3.6256e+01	2.2387e-03	2.2861e-06
782450	 3.4429e+01	2.9317e+01	2.8454e-03	2.2861e-06
782475	 3.4428e+01	2.3114e+01	3.1686e-03	2.2861e-06
782500	 3.4427e+01	1.8862e+01	3.3113e-03	2.2861e-06
782525	 3.4427e+01	1.8268e+01	3.3080e-03	2.2861e-06
782550	 3.4425e+01	1.6368e+01	3.3336e-03	2.2861e-06
782575	 3.4424e+01	1.1740e+01	3.4676e-03	2.2861e-06
782600	 3.4424e+01	1.1740e+01	3.4635e-03	2.2861e-06
782625	 3.4423e+01	1.1739e+01	3.4124e-03	2.2861e-06
782650	 3.4423e+01	1.1739e+01	3.4021e-03	2.2861e-06
782675	 3.4422e+01	1.1739e+01	3.3532e-03	2.2861e-06
782700	 3.4421e+01	1.7798e+01	3.1190e-03	2.2861e-06
782725	 3.4421e+01	2.2057e+01	2.9198e-03	2.2861e-06
782750	 3.4420e+01	1.9706e+01	2.9896e-03	2.2861e-06
782775	 3.4418e+01	2.0927e+01	2.8427e-03	2.2861e-06
782800	 3.4419e+01	2.5190e+01	2.5237e-03	2.2861e-06
782825	 3.4419e+01	2.6445e+01	2.3499e-03	2.2861e-06
782850	 3.4418e+01	2.7485e+01	2.4448e-03	2.2861e-06
782875	 3.4418e+01	2.7978e+01	2.4027e-03	2.2861e-06
782900	 3.4418e+01	3.2804e+01	2.1791e-03	2.2861e-06
782925	 3.4417e+01	3.4048e+01	2.0307e-03	2.2861e-06
782950	 3.4417e+01	3.8019e+01	1.6671e-03	2.2861e-06
782975	 3.4417e+01	4.1885e+01	1.1925e-03	2.2861e-06
783000	 3.4416e+01	4.0162e+01	1.2351e-03	2.2861e-06
783025	 3.4415e+01	4.2210e+01	1.1841e-03	2.2861e-06
783050	 3.4415e+01	4.4472e+01	1.1883e-03	2.2861e-06
783075	 3.4414e+01	4.5479e+01	1.1742e-03	2.2861e-06
783100	 3.4414e+01	4.5579e+01	1.1653e-03	2.2861e-06
783125	 3.4413e+01	4.6091e+01	1.1323e-03	2.2861e-06
783150	 3.4412e+01	4.5880e+01	1.0676e-03	2.2861e-06
783175	 3.4411e+01	4.5527e+01	1.2698e-03	2.2861e-06
783200	 3.4411e+01	4.1376e+01	2.1358e-03	2.2861e-06
783225	 3.4411e+01	4.0205e+01	2.1709e-03	2.2861e-06
783250	 3.4409e+01	3.8675e+01	2.2680e-03	2.2861e-06
783275	 3.4409e+01	3.4946e+01	2.5222e-03	2.2861e-06
783300	 3.4409e+01	3.1181e+01	2.7984e-03	2.2861e-06
783325	 3.4409e+01	2.8224e+01	2.9964e-03	2.2861e-06
783350	 3.4408e+01	2.5040e+01	2.9029e-03	2.2861e-06
783375	 3.4408e+01	2.4073e+01	3.0759e-03	2.2861e-06
783400	 3.4407e+01	2.2899e+01	3.1918e-03	2.2861e-06
783425	 3.4407e+01	1.8418e+01	3.3880e-03	2.2861e-06
783450	 3.4406e+01	1.2516e+01	3.6462e-03	2.2861e-06
783475	 3.4405e+01	1.1730e+01	3.6675e-03	2.2861e-06
783500	 3.4404e+01	1.1729e+01	3.6705e-03	2.2861e-06
783525	 3.4400e+01	1.1725e+01	3.6500e-03	2.2861e-06
783550	 3.4400e+01	1.1726e+01	3.6654e-03	2.2861e-06
783575	 3.4399e+01	1.1726e+01	3.6312e-03	2.2861e-06
783600	 3.4398e+01	1.8402e+01	3.3020e-03	2.2861e-06
783625	 3.4398e+01	2.2395e+01	3.1501e-03	2.2861e-06
783650	 3.4398e+01	2.3533e+01	3.0305e-03	2.2861e-06
783675	 3.4397e+01	2.5334e+01	2.8827e-03	2.2861e-06
783700	 3.4396e+01	2.4489e+01	2.9162e-03	2.2861e-06
783725	 3.4395e+01	3.0267e+01	2.5511e-03	2.2861e-06
783750	 3.4395e+01	2.9799e+01	2.6166e-03	2.2861e-06
783775	 3.4395e+01	3.2375e+01	2.2937e-03	2.2861e-06
783800	 3.4394e+01	3.3522e+01	2.2490e-03	2.2861e-06
783825	 3.4393e+01	3.5610e+01	1.9746e-03	2.2861e-06
783850	 3.4392e+01	3.6821e+01	1.8314e-03	2.2861e-06
783875	 3.4392e+01	3.7241e+01	1.6173e-03	2.2861e-06
783900	 3.4392e+01	3.7991e+01	1.5078e-03	2.2861e-06
783925	 3.4391e+01	3.9270e+01	1.1205e-03	2.2861e-06
783950	 3.4391e+01	4.0246e+01	1.0920e-03	2.2861e-06
783975	 3.4390e+01	4.0681e+01	1.0833e-03	2.2861e-06
784000	 3.4389e+01	4.0696e+01	1.0817e-03	2.2861e-06
784025	 3.4388e+01	4.0202e+01	1.0654e-03	2.2861e-06
784050	 3.4386e+01	3.8541e+01	1.0345e-03	2.2861e-06
784075	 3.4386e+01	3.6579e+01	1.2927e-03	2.2861e-06
784100	 3.4385e+01	3.5366e+01	1.4490e-03	2.2861e-06
784125	 3.4385e+01	3.3322e+01	1.6679e-03	2.2861e-06
784150	 3.4385e+01	3.2350e+01	1.7670e-03	2.2861e-06
784175	 3.4384e+01	3.1251e+01	1.8757e-03	2.2861e-06
784200	 3.4384e+01	2.6123e+01	2.0950e-03	2.2861e-06
784225	 3.4383e+01	2.3760e+01	2.1965e-03	2.2861e-06
784250	 3.4382e+01	2.2711e+01	2.2826e-03	2.2861e-06
784275	 3.4381e+01	1.5786e+01	2.7265e-03	2.2861e-06
784300	 3.4381e+01	1.3420e+01	2.8251e-03	2.2861e-06
784325	 3.4380e+01	1.1714e+01	2.9300e-03	2.2861e-06
784350	 3.4380e+01	1.1714e+01	2.9659e-03	2.2861e-06
784375	 3.4378e+01	1.1713e+01	3.0597e-03	2.2861e-06
784400	 3.4377e+01	1.1712e+01	3.0238e-03	2.2861e-06
784425	 3.4376e+01	1.1712e+01	2.9739e-03	2.2861e-06
784450	 3.4376e+01	1.5895e+01	2.8838e-03	2.2861e-06
784475	 3.4376e+01	1.8136e+01	2.8008e-03	2.2861e-06
784500	 3.4376e+01	1.9028e+01	2.7333e-03	2.2861e-06
784525	 3.4375e+01	1.7714e+01	2.7782e-03	2.2861e-06
784550	 3.4375e+01	2.0478e+01	2.6420e-03	2.2861e-06
784575	 3.4375e+01	2.4380e+01	2.4564e-03	2.2861e-06
784600	 3.4375e+01	2.7424e+01	2.2250e-03	2.2861e-06
784625	 3.4375e+01	2.9188e+01	2.0410e-03	2.2861e-06
784650	 3.4374e+01	2.9612e+01	1.9674e-03	2.2861e-06
784675	 3.4373e+01	3.0700e+01	1.9272e-03	2.2861e-06
784700	 3.4372e+01	3.1519e+01	1.7676e-03	2.2861e-06
784725	 3.4371e+01	3.1873e+01	1.6139e-03	2.2861e-06
784750	 3.4371e+01	3.3384e+01	1.5127e-03	2.2861e-06
784775	 3.4370e+01	3.3716e+01	1.4210e-03	2.2861e-06
784800	 3.4369e+01	3.4948e+01	1.2373e-03	2.2861e-06
784825	 3.4368e+01	3.5139e+01	1.1020e-03	2.2861e-06
784850	 3.4368e+01	3.5238e+01	1.0255e-03	2.2861e-06
784875	 3.4367e+01	3.5573e+01	8.9625e-04	2.2861e-06
784900	 3.4366e+01	3.6730e+01	8.9582e-04	2.2861e-06
784925	 3.4365e+01	3.6355e+01	9.1170e-04	2.2861e-06
784950	 3.4365e+01	3.6259e+01	9.5250e-04	2.2861e-06
784975	 3.4364e+01	3.5385e+01	1.0024e-03	2.2861e-06
785000	 3.4364e+01	3.5123e+01	1.0023e-03	2.2861e-06
785025	 3.4364e+01	3.3616e+01	1.0157e-03	2.2861e-06
785050	 3.4364e+01	2.8840e+01	1.3263e-03	2.2861e-06
785075	 3.4364e+01	2.9026e+01	1.3607e-03	2.2861e-06
785100	 3.4362e+01	2.8404e+01	1.4354e-03	2.2861e-06
785125	 3.4362e+01	2.8051e+01	1.5432e-03	2.2861e-06
785150	 3.4362e+01	2.6403e+01	1.7289e-03	2.2861e-06
785175	 3.4362e+01	2.3841e+01	1.9564e-03	2.2861e-06
785200	 3.4361e+01	2.2004e+01	2.0667e-03	2.2861e-06
785225	 3.4361e+01	2.1237e+01	2.1404e-03	2.2861e-06
785250	 3.4361e+01	1.2768e+01	2.4864e-03	2.2861e-06
785275	 3.4361e+01	1.1701e+01	2.6536e-03	2.2861e-06
785300	 3.4360e+01	1.1700e+01	2.6442e-03	2.2861e-06
785325	 3.4359e+01	1.1700e+01	2.6963e-03	2.2861e-06
785350	 3.4358e+01	1.1699e+01	2.7212e-03	2.2861e-06
785375	 3.4358e+01	1.1699e+01	2.7157e-03	2.2861e-06
785400	 3.4357e+01	1.1699e+01	2.7338e-03	2.2861e-06
785425	 3.4356e+01	1.1698e+01	2.8519e-03	2.2861e-06
785450	 3.4356e+01	1.1698e+01	3.0567e-03	2.2861e-06
785475	 3.4355e+01	1.1697e+01	2.9654e-03	2.2861e-06
785500	 3.4351e+01	1.1694e+01	2.9963e-03	2.2861e-06
785525	 3.4351e+01	1.1694e+01	2.9579e-03	2.2861e-06
785550	 3.4350e+01	1.1693e+01	2.9113e-03	2.2861e-06
785575	 3.4350e+01	1.3250e+01	2.8892e-03	2.2861e-06
785600	 3.4349e+01	1.7951e+01	2.7066e-03	2.2861e-06
785625	 3.4349e+01	1.6926e+01	2.7241e-03	2.2861e-06
785650	 3.4349e+01	1.3297e+01	2.9728e-03	2.2861e-06
785675	 3.4348e+01	1.5074e+01	2.9671e-03	2.2861e-06
785700	 3.4348e+01	1.5448e+01	3.3926e-03	2.2861e-06
785725	 3.4348e+01	1.5112e+01	3.9803e-03	2.2861e-06
785750	 3.4347e+01	1.7053e+01	3.9432e-03	2.2861e-06
785775	 3.4344e+01	2.0002e+01	3.8076e-03	2.2861e-06
785800	 3.4344e+01	2.0522e+01	3.7854e-03	2.2861e-06
785825	 3.4344e+01	2.4224e+01	3.5762e-03	2.2861e-06
785850	 3.4343e+01	2.6087e+01	3.5309e-03	2.2861e-06
785875	 3.4343e+01	2.8571e+01	3.6283e-03	2.2861e-06
785900	 3.4342e+01	3.0999e+01	3.5193e-03	2.2861e-06
785925	 3.4341e+01	3.1706e+01	3.4288e-03	2.2861e-06
785950	 3.4340e+01	3.2827e+01	3.4054e-03	2.2861e-06
785975	 3.4339e+01	3.3553e+01	3.3382e-03	2.2861e-06
786000	 3.4336e+01	3.5259e+01	3.0725e-03	2.2861e-06
786025	 3.4335e+01	4.1736e+01	2.6470e-03	2.2861e-06
786050	 3.4332e+01	4.0857e+01	2.6138e-03	2.2861e-06
786075	 3.4331e+01	4.1703e+01	2.4566e-03	2.2861e-06
786100	 3.4332e+01	4.3445e+01	2.2978e-03	2.2861e-06
786125	 3.4331e+01	4.5572e+01	2.0686e-03	2.2861e-06
786150	 3.4330e+01	4.5832e+01	2.0001e-03	2.2861e-06
786175	 3.4330e+01	4.7671e+01	1.7513e-03	2.2861e-06
786200	 3.4330e+01	4.8014e+01	1.5303e-03	2.2861e-06
786225	 3.4328e+01	4.9455e+01	1.2468e-03	2.2861e-06
786250	 3.4328e+01	4.9492e+01	1.3069e-03	2.2861e-06
786275	 3.4327e+01	4.8942e+01	1.3545e-03	2.2861e-06
786300	 3.4327e+01	4.8346e+01	1.3873e-03	2.2861e-06
786325	 3.4327e+01	4.8380e+01	1.4121e-03	2.2861e-06
786350	 3.4325e+01	4.6553e+01	1.4505e-03	2.2861e-06
786375	 3.4323e+01	4.0185e+01	1.4454e-03	2.2861e-06
786400	 3.4324e+01	3.8484e+01	1.4781e-03	2.2861e-06
786425	 3.4323e+01	3.9305e+01	1.5845e-03	2.2861e-06
786450	 3.4322e+01	3.7804e+01	1.6206e-03	2.2861e-06
786475	 3.4322e+01	3.1747e+01	2.0067e-03	2.2861e-06
786500	 3.4321e+01	2.9254e+01	2.2222e-03	2.2861e-06
786525	 3.4319e+01	2.5525e+01	2.4101e-03	2.2861e-06
786550	 3.4319e+01	1.7346e+01	2.7179e-03	2.2861e-06
786575	 3.4319e+01	1.1985e+01	2.8913e-03	2.2861e-06
786600	 3.4318e+01	1.1673e+01	3.0540e-03	2.2861e-06
786625	 3.4317e+01	1.1672e+01	3.0609e-03	2.2861e-06
786650	 3.4316e+01	1.1672e+01	3.0545e-03	2.2861e-06
786675	 3.4315e+01	1.1671e+01	3.0801e-03	2.2861e-06
786700	 3.4314e+01	1.1670e+01	3.0921e-03	2.2861e-06
786725	 3.4313e+01	1.1669e+01	3.1258e-03	2.2861e-06
786750	 3.4313e+01	1.1683e+01	3.0534e-03	2.2861e-06
786775	 3.4312e+01	1.3681e+01	3.0371e-03	2.2861e-06
786800	 3.4311e+01	1.4275e+01	3.0058e-03	2.2861e-06
786825	 3.4310e+01	1.6142e+01	2.9596e-03	2.2861e-06
786850	 3.4309e+01	1.6119e+01	2.9299e-03	2.2861e-06
786875	 3.4309e+01	1.9899e+01	2.8890e-03	2.2861e-06
786900	 3.4309e+01	2.1301e+01	2.8427e-03	2.2861e-06
786925	 3.4307e+01	2.6174e+01	2.6773e-03	2.2861e-06
786950	 3.4305e+01	3.0002e+01	2.4484e-03	2.2861e-06
786975	 3.4305e+01	3.0448e+01	2.3766e-03	2.2861e-06
787000	 3.4305e+01	3.5765e+01	1.8342e-03	2.2861e-06
787025	 3.4305e+01	3.4913e+01	2.0619e-03	2.2861e-06
787050	 3.4304e+01	3.6223e+01	2.0909e-03	2.2861e-06
787075	 3.4304e+01	3.6816e+01	2.0388e-03	2.2861e-06
787100	 3.4303e+01	3.7338e+01	2.0074e-03	2.2861e-06
787125	 3.4303e+01	3.8860e+01	1.8098e-03	2.2861e-06
787150	 3.4302e+01	3.9481e+01	1.7350e-03	2.2861e-06
787175	 3.4302e+01	4.0063e+01	1.6094e-03	2.2861e-06
787200	 3.4301e+01	4.1399e+01	1.3406e-03	2.2861e-06
787225	 3.4300e+01	4.2598e+01	1.1378e-03	2.2861e-06
787250	 3.4300e+01	4.3091e+01	9.6120e-04	2.2861e-06
787275	 3.4300e+01	4.3388e+01	9.3067e-04	2.2861e-06
787300	 3.4300e+01	4.3613e+01	9.3267e-04	2.2861e-06
787325	 3.4299e+01	4.1863e+01	8.9674e-04	2.2861e-06
787350	 3.4298e+01	3.9570e+01	8.8780e-04	2.2861e-06
787375	 3.4296e+01	3.6782e+01	9.9365e-04	2.2861e-06
787400	 3.4296e+01	3.3252e+01	1.2668e-03	2.2861e-06
787425	 3.4296e+01	2.8245e+01	1.6434e-03	2.2861e-06
787450	 3.4296e+01	2.0626e+01	2.0785e-03	2.2861e-06
787475	 3.4295e+01	1.9390e+01	2.1279e-03	2.2861e-06
787500	 3.4294e+01	1.3290e+01	2.3085e-03	2.2861e-06
787525	 3.4294e+01	1.1654e+01	2.3512e-03	2.2861e-06
787550	 3.4294e+01	1.1654e+01	2.3774e-03	2.2861e-06
787575	 3.4293e+01	1.1654e+01	2.4001e-03	2.2861e-06
787600	 3.4291e+01	1.1652e+01	2.4062e-03	2.2861e-06
787625	 3.4291e+01	1.1652e+01	2.4338e-03	2.2861e-06
787650	 3.4291e+01	1.1651e+01	2.5005e-03	2.2861e-06
787675	 3.4291e+01	1.1651e+01	2.5273e-03	2.2861e-06
787700	 3.4290e+01	1.1651e+01	2.4880e-03	2.2861e-06
787725	 3.4289e+01	1.1651e+01	2.4469e-03	2.2861e-06
787750	 3.4288e+01	1.1650e+01	2.4372e-03	2.2861e-06
787775	 3.4288e+01	1.5309e+01	2.3748e-03	2.2861e-06
787800	 3.4287e+01	1.8230e+01	2.2966e-03	2.2861e-06
787825	 3.4285e+01	1.6170e+01	2.3911e-03	2.2861e-06
787850	 3.4283e+01	2.3872e+01	1.9882e-03	2.2861e-06
787875	 3.4283e+01	2.7346e+01	1.8117e-03	2.2861e-06
787900	 3.4283e+01	3.1199e+01	1.4825e-03	2.2861e-06
787925	 3.4282e+01	3.6510e+01	9.7057e-04	2.2861e-06
787950	 3.4282e+01	3.6362e+01	9.8115e-04	2.2861e-06
787975	 3.4282e+01	3.7079e+01	1.0355e-03	2.2861e-06
788000	 3.4282e+01	3.6634e+01	1.1105e-03	2.2861e-06
788025	 3.4281e+01	3.4743e+01	1.1259e-03	2.2861e-06
788050	 3.4280e+01	3.1307e+01	1.1843e-03	2.2861e-06
788075	 3.4279e+01	3.0045e+01	1.1728e-03	2.2861e-06
788100	 3.4278e+01	2.8907e+01	1.1698e-03	2.2861e-06
788125	 3.4278e+01	2.7665e+01	1.1728e-03	2.2861e-06
788150	 3.4277e+01	2.4449e+01	1.3964e-03	2.2861e-06
788175	 3.4277e+01	2.2362e+01	1.4898e-03	2.2861e-06
788200	 3.4275e+01	1.9941e+01	1.6086e-03	2.2861e-06
788225	 3.4274e+01	1.7273e+01	1.7166e-03	2.2861e-06
788250	 3.4274e+01	1.3148e+01	1.8823e-03	2.2861e-06
788275	 3.4273e+01	1.3183e+01	1.9348e-03	2.2861e-06
788300	 3.4273e+01	1.3409e+01	1.9907e-03	2.2861e-06
788325	 3.4270e+01	1.3124e+01	2.0063e-03	2.2861e-06
788350	 3.4266e+01	1.3406e+01	2.0363e-03	2.2861e-06
788375	 3.4266e+01	1.3373e+01	2.0701e-03	2.2861e-06
788400	 3.4266e+01	1.3310e+01	2.0910e-03	2.2861e-06
788425	 3.4266e+01	1.3212e+01	2.0776e-03	2.2861e-06
788450	 3.4266e+01	1.4025e+01	1.9954e-03	2.2861e-06
788475	 3.4266e+01	1.8243e+01	1.8119e-03	2.2861e-06
788500	 3.4265e+01	1.8184e+01	1.8338e-03	2.2861e-06
788525	 3.4265e+01	2.2995e+01	1.4598e-03	2.2861e-06
788550	 3.4264e+01	2.0567e+01	1.5380e-03	2.2861e-06
788575	 3.4264e+01	2.5846e+01	1.1937e-03	2.2861e-06
788600	 3.4263e+01	2.7600e+01	1.0177e-03	2.2861e-06
788625	 3.4263e+01	2.9189e+01	1.2177e-03	2.2861e-06
788650	 3.4263e+01	2.9579e+01	1.1639e-03	2.2861e-06
788675	 3.4263e+01	3.2098e+01	1.0485e-03	2.2861e-06
788700	 3.4262e+01	3.2680e+01	9.2625e-04	2.2861e-06
788725	 3.4260e+01	3.2882e+01	9.3267e-04	2.2861e-06
788750	 3.4260e+01	3.4169e+01	9.8197e-04	2.2861e-06
788775	 3.4260e+01	3.4128e+01	1.0054e-03	2.2861e-06
788800	 3.4260e+01	3.3580e+01	1.0222e-03	2.2861e-06
788825	 3.4260e+01	3.0831e+01	1.1001e-03	2.2861e-06
788850	 3.4260e+01	2.7405e+01	1.2567e-03	2.2861e-06
788875	 3.4260e+01	2.4597e+01	1.3538e-03	2.2861e-06
788900	 3.4260e+01	2.1410e+01	1.4045e-03	2.2861e-06
788925	 3.4261e+01	1.6583e+01	1.4591e-03	2.2861e-06
788950	 3.4260e+01	1.1632e+01	1.5724e-03	2.2861e-06
788975	 3.4260e+01	1.1631e+01	1.6452e-03	2.2861e-06
789000	 3.4259e+01	1.1630e+01	1.6911e-03	2.2861e-06
789025	 3.4259e+01	1.1630e+01	1.7152e-03	2.2861e-06
789050	 3.4258e+01	1.1629e+01	1.6860e-03	2.2861e-06
789075	 3.4258e+01	1.1629e+01	1.6677e-03	2.2861e-06
789100	 3.4254e+01	1.1661e+01	1.6624e-03	2.2861e-06
789125	 3.4252e+01	1.1727e+01	1.5918e-03	2.2861e-06
789150	 3.4249e+01	1.1622e+01	1.4510e-03	2.2861e-06
789175	 3.4246e+01	1.2656e+01	1.6837e-03	2.2861e-06
789200	 3.4246e+01	1.2887e+01	1.6502e-03	2.2861e-06
789225	 3.4245e+01	1.3293e+01	1.6090e-03	2.2861e-06
789250	 3.4245e+01	1.4665e+01	1.5732e-03	2.2861e-06
789275	 3.4245e+01	1.7181e+01	1.4855e-03	2.2861e-06
789300	 3.4245e+01	2.2544e+01	1.2648e-03	2.2861e-06
789325	 3.4245e+01	2.4372e+01	1.1628e-03	2.2861e-06
789350	 3.4244e+01	2.7518e+01	1.0441e-03	2.2861e-06
789375	 3.4244e+01	2.7365e+01	1.0342e-03	2.2861e-06
789400	 3.4243e+01	2.7657e+01	1.0385e-03	2.2861e-06
789425	 3.4243e+01	2.8557e+01	1.0512e-03	2.2861e-06
789450	 3.4242e+01	2.8703e+01	1.0504e-03	2.2861e-06
789475	 3.4240e+01	2.8892e+01	1.0495e-03	2.2861e-06
789500	 3.4240e+01	2.8932e+01	1.0433e-03	2.2861e-06
789525	 3.4239e+01	2.9211e+01	1.0439e-03	2.2861e-06
789550	 3.4238e+01	2.9735e+01	1.0506e-03	2.2861e-06
789575	 3.4238e+01	2.9967e+01	1.0513e-03	2.2861e-06
789600	 3.4238e+01	2.9204e+01	1.0294e-03	2.2861e-06
789625	 3.4237e+01	2.9923e+01	1.0468e-03	2.2861e-06
789650	 3.4236e+01	3.0007e+01	1.0490e-03	2.2861e-06
789675	 3.4235e+01	2.9470e+01	1.0305e-03	2.2861e-06
789700	 3.4235e+01	2.9274e+01	1.0273e-03	2.2861e-06
789725	 3.4234e+01	2.8650e+01	1.0168e-03	2.2861e-06
789750	 3.4233e+01	2.7448e+01	1.0551e-03	2.2861e-06
